particle,track_length,n_disp,normal_converged,D_median_um2_s,D_lo_um2_s,D_hi_um2_s,log10_D,log10_D_stderr,sigma_normal_median_um,sigma_normal_lo_um,sigma_normal_hi_um,log10_sigma_normal,log10_sigma_normal_stderr,anomalous_converged,D_alpha_median_um2_s_alpha,D_alpha_lo_um2_s_alpha,D_alpha_hi_um2_s_alpha,log10_D_alpha,log10_D_alpha_stderr,sigma_anom_median_um,sigma_anom_lo_um,sigma_anom_hi_um,log10_sigma_anom,log10_sigma_anom_stderr,alpha,alpha_stderr
29,200,199,true,0.0473208637823181,0.04405929471784555,0.05082387640212779,-1.3249473364771063,0.031015122650936578,0.0033855203463628047,0.0029147339270871988,0.003932347961205047,-2.4703745718277026,0.06502651205217172,true,0.05028395947730426,0.03994658995166976,0.06329643115405617,-1.2985705322700727,0.09994975612954116,0.003387892888310202,0.002916368357170992,0.003935654491120882,-2.470070328787368,0.06508729375348837,1.0178732094112672,0.06392677390059963
32,200,199,true,0.046517765815444825,0.04329513865950403,0.04998026576329149,-1.3323811520116122,0.031179713110249224,0.0045353098760063755,0.003910808596572963,0.00525953525044043,-2.3433930343278058,0.06434040451073479,true,0.07042881518731264,0.05529246928306477,0.08970874466277233,-1.152249617612785,0.10508439704129675,0.004579775226988615,0.003943426312798515,0.00531881147662522,-2.339155836422768,0.06497043360321518,1.1223137187811325,0.06493848502263838
33,54,53,true,0.04187345523520674,0.03486720872524442,0.05028754286446173,-1.378061201333015,0.07952161709958139,0.02186250722181551,0.019098333039292995,0.025026750818543133,-1.6603000340532734,0.05870450359062428,true,0.059788638482221594,0.03712208249140883,0.0962952790265761,-1.2233813363003836,0.2069863322207103,0.02274531616309295,0.0197084725575866,0.026250101617332513,-1.6431080220377037,0.062239010989636065,1.1264080530331313,0.14966703411267548
37,200,199,true,0.04344548852235513,0.04041094283330658,0.04670790485468234,-1.362055314993737,0.03144570186067739,0.005404435922398713,0.0046600016294172505,0.0062677934391551235,-2.2672496279962577,0.06436430345820626,true,0.058661150697284246,0.04654104446721196,0.07393754567656424,-1.2316494221502263,0.10051445241739596,0.005465438860216962,0.004704167290984799,0.0063499063887492635,-2.262374959621281,0.06514228252753919,1.0889903813792645,0.06288089683503323
38,200,199,true,0.045698026504079746,0.04241768637816647,0.049232049285990384,-1.340102554785613,0.03235046845953064,0.00828417852401188,0.0071691195233005035,0.009572669781087012,-2.081750550633506,0.0627836283782596,true,0.05005897602642724,0.038750390449979605,0.06466776338806506,-1.3005180382799437,0.1112058788927644,0.00832340066344372,0.007195361438089249,0.00962828611186662,-2.0796991992352982,0.0632481864218668,1.0272093210861264,0.07247859131042227
39,55,54,true,0.051316339711006534,0.04459800422888197,0.059046739128071575,-1.2897443285247723,0.0609402471078638,0.0072743628658768844,0.006263968845608586,0.008447735997529116,-2.138205038898931,0.06494537204701946,true,0.06079584167930525,0.037516982124914805,0.09851896810859337,-1.2161261246333768,0.2096459790073979,0.007290552365297861,0.006275131302768909,0.008470285517005323,-2.1372395663167194,0.0651376161244045,1.050332360733992,0.13486175728216585
40,200,199,true,0.0498835694994135,0.04640907754363365,0.05361818501268981,-1.3020424774382204,0.03135458637052663,0.005904197258782005,0.005106721236220083,0.006826208766470959,-2.2288391411969677,0.06301870740444385,true,0.09561698660152658,0.07280623310423784,0.12557452483040696,-1.0194649473475148,0.11836649082713971,0.006012326997182001,0.005187027237531242,0.006968938905793786,-2.220957407125418,0.06412406435690526,1.1910087006605874,0.07184691113184417
41,200,199,true,0.04690278436396651,0.04355725841622609,0.050505271935876436,-1.3288013748112977,0.0321380886360721,0.008472635907341645,0.007363143240599849,0.009749309075308287,-2.071981456030256,0.0609552947633126,true,0.08634799051226467,0.06613414193773133,0.11274018603774026,-1.0637477648665241,0.11582651200048373,0.00878956423379579,0.007601248657245383,0.010163651118870135,-2.0560326557054225,0.06308240459162291,1.1819701864817742,0.07138183473074315
42,137,136,true,0.04546226457348706,0.041671311487316405,0.04959809102189689,-1.3423489349270628,0.037813896203332,0.005088710289641577,0.004389483344692827,0.0058993212591210275,-2.293392273668172,0.06419432083994871,true,0.06689758980437095,0.048323002275830924,0.09261195105570295,-1.1745895287720531,0.14125656235077072,0.005114539828334454,0.004408406130959424,0.0059337812530277055,-2.2911934350711523,0.06452496721812631,1.1134284693330658,0.08848948175513184
44,86,85,true,0.03969582142003284,0.0355286080926917,0.04435181457433101,-1.4012552068321633,0.04816659973717429,0.005797419232875446,0.005000458873715419,0.0067213970978510056,-2.236765293049759,0.0642248471785558,true,0.06315273767246957,0.04287622694212645,0.09301817253908673,-1.1996078180258984,0.1681756210149129,0.005835560532488256,0.005028407259632061,0.006772276979575119,-2.2339174216281017,0.06465213365229357,1.1372832417160639,0.1042414985264957
46,115,114,true,0.05775172312635095,0.05255434460359965,0.06346309804107525,-1.238435053286872,0.04095632226940032,0.0038907975541826434,0.0033512784307504345,0.004517173347558531,-2.409961365800903,0.06482812283198602,true,0.1017955887439763,0.07542620039191028,0.1373838511537186,-0.992271041504746,0.1302067278890715,0.003910426386283915,0.0033656196432475223,0.00454342324547126,-2.4077758852859255,0.06515908096270827,1.1681433196628126,0.07830351550437287
47,200,199,true,0.04530488269271772,0.0420317762660118,0.04883287308180347,-1.3438549897701455,0.03256726651928053,0.008518666318361992,0.0073647829170611296,0.009853335347534282,-2.069628393016658,0.06321165679748382,true,0.05847745296559079,0.046263287688477726,0.07391633141962296,-1.2330115516979168,0.10175195574666783,0.00869722128437925,0.0074908503158645084,0.010097873389521839,-2.0606194799814217,0.06484940104709538,1.0769469586127998,0.06495294835382735
48,61,60,true,0.05063629350483428,0.04230593375987772,0.06060696436723994,-1.2955380914841914,0.07806062344713566,0.026258037853647755,0.023063167294386146,0.029895484133761075,-1.5807377299286163,0.056343320797963274,true,0.06628397702052154,0.04094509951817464,0.10730382051475583,-1.178591441920622,0.20920662706400114,0.02717560475575864,0.023616610143003494,0.03127093555634608,-1.5658207825069304,0.06096165706232489,1.0981713492704086,0.15874863285110705
49,112,111,true,0.041363082807567786,0.03660364821181872,0.04674136876862692,-1.3833871005615548,0.053088526631406716,0.02188226299926708,0.019504809408292367,0.024549505916500756,-1.6599077665583082,0.0499505224919758,true,0.08751793321821645,0.05922071257915631,0.12933631327975678,-1.0579029469809638,0.16962342424245883,0.024147220041328042,0.021495332187589245,0.02712627237558916,-1.6171328603660975,0.05052297856784053,1.2632010685471167,0.11896996725844179
52,33,32,true,0.05194640296135124,0.041393168207335844,0.0651901967761157,-1.2844445198704537,0.09862681182722689,0.02032395562703449,0.017515981452659146,0.023582074087373433,-1.6919917619488656,0.0645737613970005,true,0.05543533001571041,0.032419755043300046,0.09479022311693294,-1.2562133627005931,0.23297690821026037,0.020435556621665435,0.017504002587377027,0.023858084592517943,-1.689613528521237,0.06724910262961477,1.0221622615772243,0.16451309111210147
55,200,199,true,0.04546971056577874,0.04231471742293419,0.04885994057980233,-1.3422778102568498,0.031230744734635052,0.004782756240992064,0.004126119121882468,0.005543891629166619,-2.320321752912217,0.06413648510129547,true,0.06293709227307974,0.04875843977672651,0.08123880915649936,-1.2010933255938683,0.11085687424402249,0.004816740441407311,0.00415098592364334,0.005589271779443925,-2.3172467557826533,0.0646019835669379,1.09565149068966,0.0696271364559786
57,59,58,true,0.0537139496456495,0.046731311928850654,0.06173993982724317,-1.2699129123006272,0.060479114176393005,0.012134679560806213,0.010523610590692026,0.01399238852240398,-1.9159716875488644,0.0618635431099323,true,0.15918423955507596,0.09610665591970023,0.26366146943974167,-0.7980999329117225,0.21914660107322398,0.012539265515558114,0.010834220080739638,0.014512644057248171,-1.9017279014544357,0.06347444517143301,1.3292577310697522,0.128227586873138
58,88,87,true,0.041501117663759524,0.037256167834755,0.046229735032879526,-1.3819402071754432,0.04686161144873865,0.0032728556843944837,0.0028189882596762576,0.0037997974252306534,-2.4850731443568095,0.06483358848688951,true,0.0735070700299674,0.048982794526261635,0.11030994447435234,-1.1336708877547799,0.17628555373675553,0.003281263659963132,0.002825143949375386,0.0038110239333380043,-2.483958871270002,0.06500054743235323,1.1671054027742227,0.1077701285607089
59,23,22,true,0.02610974644801738,0.019529360692938258,0.034907382289593496,-1.5831973455941981,0.12611462781398422,0.02343652529489528,0.020487066865294293,0.026810607956219805,-1.630106776489843,0.05841343862780988,true,0.04742620230327699,0.02223394988677486,0.10116262186275977,-1.3239816504854747,0.3290017270472572,0.023854197571488087,0.02084663201298799,0.027295667781014808,-1.6224351880397099,0.05852891170686921,1.2114115078829826,0.22999809979235727
