particle,track_length,n_disp,D_alpha,D_alpha_stderr,sigma,sigma_stderr,alpha,alpha_stderr,true_D_um2_s_alpha,true_alpha
418,200,199,0.0845033712917024,0.01621532316849797,0.025323659890024112,0.001156204336598141,1.8637778876094973,0.026956255067398183,0.05,1.8
87,200,199,0.04075334750736179,0.0037267180687711003,0.04022287161398198,0.003940916802560757,0.7052705255786065,0.02948282244954875,0.05,0.7
322,200,199,0.05680951977255214,0.008283441162359427,0.024071737426379698,0.0014092387339433767,1.492480408010619,0.0372830722568811,0.05,1.5
372,200,199,0.02011093036437357,0.00422643477026758,0.02650860158735656,0.0012124173354245912,1.6393980496761915,0.05354319460664558,0.05,1.8
140,200,199,0.09409470756743189,0.009047039270660535,0.025238838300120442,0.002629086030349415,1.0847651759136043,0.026468445168281507,0.05,0.9
78,200,199,0.05936395095285893,0.005391700259583198,0.03529951153058177,0.004250078881548901,0.8322914593694634,0.028501180280554428,0.05,0.7
320,200,199,0.038457390870103705,0.005446098239267314,0.025554006026437703,0.001374649971073857,1.4243542169193397,0.05120664199442382,0.05,1.5
318,200,199,0.06793729787804231,0.00993910570211409,0.023311751032583757,0.001324544516568625,1.5698758317403774,0.034769717028496405,0.05,1.5
18,200,199,0.06996748170380793,0.009422414307796646,0.0732069395991883,0.004316432659966486,0.8839991505443053,0.04630383998743959,0.05,0.5
103,200,199,0.05502395074511542,0.005043273563479417,0.04267470237251654,0.0039790529692634025,0.7938830683284356,0.03305983136141216,0.05,0.7
317,200,199,0.05374458125191368,0.008065758900370232,0.02496022627952736,0.0012951391098872632,1.5638827281238574,0.04631080650738317,0.05,1.5
301,200,199,0.06776713415839598,0.012705145192145686,0.02600065484477984,0.0013489201034126638,1.5702579209147411,0.042107770955109536,0.05,1.5
267,200,199,0.06411423297972497,0.00740203026885311,0.030133372834463677,0.00202974472157998,1.265555024600325,0.03300138243836537,0.05,1.2
367,200,199,0.045898390375159824,0.008888864397967863,0.025583493100193307,0.0010516596343182229,1.7969164028382016,0.032204542845528206,0.05,1.8
68,200,199,0.05056538722497718,0.0048806615784933866,0.03919403667006587,0.004106489042220177,0.7570777456861428,0.03014306091849922,0.05,0.7
340,200,199,0.0368209239802744,0.0047317581455312875,0.026206989345295924,0.0014303439837513345,1.360827007666719,0.043433895901929365,0.05,1.5
354,200,199,0.06908455410594223,0.010880514044232646,0.023966341958266663,0.0011383765145002445,1.6672956344932848,0.03323195285114011,0.05,1.5
207,200,199,0.09017520596647963,0.012384602363644123,0.033785344540545714,0.002008461841867336,1.3238733549671777,0.03962563024189247,0.05,1.0
247,200,199,0.058108220233041075,0.008288552482292131,0.03340300423780497,0.0017797614847856469,1.3819400661290013,0.05308363214779244,0.05,1.2
169,200,199,0.07122462504180148,0.010764824748441905,0.04665322634491456,0.0025220736593166426,1.240930767305547,0.05175442295573307,0.05,0.9
388,200,199,0.04262164628265794,0.008801864242726182,0.024577993247768493,0.0010352195679070586,1.7951425929523297,0.03309298212843015,0.05,1.8
239,200,199,0.03239589966588158,0.0027478439179615625,0.02433019938448114,0.00230723105000037,0.8979408736659934,0.029259797555453992,0.05,1.0
236,200,199,0.06814549457528883,0.00857142054309681,0.035198645817021895,0.0021988597826487107,1.2712374471757815,0.044762599221811694,0.05,1.0
155,200,199,0.07853387174181567,0.008300439362086486,0.03316357804817517,0.002535549220205678,1.1248376946334058,0.037751188330421015,0.05,0.9
182,200,199,0.05511457191452901,0.004703282495032848,0.019704184818234015,0.002766250269921614,0.9880016668526849,0.027701921156389697,0.05,1.0
82,200,199,0.1110473609342127,0.014490624160602712,0.06079590580649596,0.003472114547989385,1.2178278634997008,0.04714835635659176,0.05,0.7
70,200,199,0.05167663241666584,0.005013898451696589,0.04163156770406071,0.004149735556476519,0.7828294804780325,0.03487676798231554,0.05,0.7
62,200,199,0.09178245353988584,0.012842237995876603,0.05371368447236661,0.0033131571110428873,1.0927945916580952,0.049617064954216805,0.05,0.7
404,200,199,0.016436889459681466,0.0029809197069592484,0.022680860585788103,0.0011274027468659523,1.4941459397075956,0.05579041216712821,0.05,1.8
59,200,199,0.06078044837887795,0.007301623155378044,0.07429213267563833,0.00490516909373747,0.8087849354940962,0.05271624149460813,0.05,0.5
188,200,199,0.02651179954510482,0.0023159403522864438,0.02503771841922752,0.0027474525377051487,0.7569182092321488,0.029652662187649448,0.05,1.0
297,200,199,0.0791835404342885,0.010055257060056479,0.02890390165918863,0.0016751108146973968,1.4343764309387799,0.03825845766228164,0.05,1.2
150,200,199,0.047184091005401226,0.005771763585671195,0.03751502067388979,0.0027783865951088345,0.9216650082366005,0.03706571087478411,0.05,0.9
189,200,199,0.056505289732623414,0.005863904431067414,0.029721795297829742,0.0024283855326291334,1.078014331290219,0.033948437647050245,0.05,1.0
201,200,199,0.06862894282127295,0.008622830251804103,0.034952728598391075,0.0022704804098333323,1.2086950679769703,0.040879316368734764,0.05,1.0
238,200,199,0.05158377880656352,0.004603093186154837,0.024877102444028347,0.0023657200912852398,0.9955459143180889,0.02939499306047194,0.05,1.0
46,200,199,0.07116476825268161,0.008208542875584694,0.06484496447360907,0.0050229129579718,0.8110581279320334,0.043316741707602746,0.05,0.5
356,200,199,0.05154663398738622,0.008736983963396137,0.025033058324852617,0.0013452240908907922,1.4770160262304746,0.04250168608067062,0.05,1.5
132,200,199,0.11235226216619282,0.014694924626277653,0.043800434023076096,0.0025185460728473948,1.3229903654004955,0.04198013195589145,0.05,0.9
192,200,199,0.08935640652349962,0.011712564453761523,0.03500406509866446,0.0020820481709579626,1.319422765830698,0.04125288715661568,0.05,1.0
391,200,199,0.04108277549368977,0.007671643129385772,0.026386799117137913,0.0011147134444471837,1.8055367502735782,0.03219358164608588,0.05,1.8
355,200,199,0.10101961199886063,0.017267910506630103,0.02822322891583008,0.0012887492474815201,1.767900678139675,0.031915072765903996,0.05,1.5
16,200,199,0.05916198045332291,0.005117670763655054,0.05028119350391764,0.005940306989633173,0.6099818504933756,0.03137094660637724,0.05,0.5
120,200,199,0.06247449502865333,0.00692632598605121,0.039055810099001075,0.002679361878241436,1.0484935909033741,0.038799656327501486,0.05,0.9
361,200,199,0.020481208008143154,0.0032947157076435377,0.02481955722983567,0.0011443545627013996,1.5693237515617489,0.05700980371775288,0.05,1.8
1,200,199,0.052331408012260716,0.007436129407290899,0.07730392861573607,0.0047510603493218714,0.7647922859850173,0.05195468446715068,0.05,0.5
121,200,199,0.0548230529439992,0.00545999038037483,0.03194427023191031,0.0025578746523731103,0.992021476778546,0.03421427956028206,0.05,0.9
90,200,199,0.04298000676179377,0.003876803953806421,0.03522119958106829,0.004311064000054961,0.7009388197662068,0.030044510712554928,0.05,0.7
124,200,199,0.06261544986066034,0.006018282022605303,0.03077065483576643,0.0028942789741026372,1.0326741255349472,0.030273786324560237,0.05,0.9
304,200,199,0.03987313421154752,0.00476462558263345,0.02196091878229263,0.0013180454010915284,1.343452191368265,0.03654456286279073,0.05,1.5
329,200,199,0.11032191202363183,0.01909411245845786,0.027735945024452976,0.0013281782549967314,1.7181895288976055,0.03234356392759785,0.05,1.5
360,200,199,0.04989251056327112,0.01051462567666481,0.027479367318187918,0.001252634584017519,1.8371975761820398,0.03325852786147743,0.05,1.8
50,200,199,0.057877081837536835,0.00458184166478573,0.04469003236313304,0.005019506348694271,0.6508730414529101,0.02873625933345081,0.05,0.5
229,200,199,0.06387148464003677,0.005572103022270389,0.026054870896212924,0.002353824646490985,1.0731083606200993,0.027056258473200145,0.05,1.0
10,200,199,0.04050350660675971,0.0030423879187796155,0.04143587745335041,0.007546889697477084,0.47309943789339337,0.02606812603464212,0.05,0.5
187,200,199,0.07040053071904648,0.006057222189185869,0.02589290208484566,0.0024550306846586774,1.0704136639335633,0.028527619939453297,0.05,1.0
170,200,199,0.05004628094835195,0.0039585951371028,0.015831555268243425,0.004051183857638544,0.8621853444117048,0.023889323964404574,0.05,0.9
327,200,199,0.061222311309058725,0.00843584272119633,0.025343959620757722,0.0013233065849698033,1.5361641492503195,0.036451560459492716,0.05,1.5
409,200,199,0.02381655333905643,0.0048115085750200185,0.024583099255190817,0.0010373082312816872,1.7126411817806555,0.0450821722484126,0.05,1.8
122,200,199,0.0612929889236011,0.005848329820079507,0.031300756438514314,0.0029808272461726484,1.010686874256629,0.02886245229364709,0.05,0.9
48,200,199,0.08610240054806255,0.01073025019912554,0.07185240917054458,0.00459166349656942,0.8507818585259295,0.03942555089463701,0.05,0.5
21,200,199,0.040362352939074475,0.004632153185881678,0.06167655225545084,0.005182125141586284,0.5909473749852319,0.04056670388261341,0.05,0.5
412,200,199,0.058081144824382994,0.011024390185596897,0.026174955380400218,0.0011509976016977098,1.831248932505796,0.03011952617120439,0.05,1.8
85,200,199,0.0698879911391165,0.006332494525404096,0.04091875814010977,0.004010877400553899,0.8293414241802197,0.03234811064741561,0.05,0.7
95,200,199,0.05346782419763927,0.005242707780524811,0.04682282935715694,0.003922342704535169,0.8104209764349845,0.03265266552680218,0.05,0.7
411,200,199,0.039030181811677375,0.007297484975999094,0.024803971753384522,0.0010522202085366267,1.755335927595159,0.0379625125131291,0.05,1.8
178,200,199,0.03530099601603756,0.0031403422715886135,0.02517548442560298,0.0029294974479034917,0.7788249795274201,0.026341794039298316,0.05,0.9
346,200,199,0.03576398345512602,0.0052194519626622814,0.023398985523566944,0.0012864984332380553,1.4255148779159155,0.04737157916585699,0.05,1.5
277,200,199,0.06553454515501213,0.006635189259041673,0.02362585355206394,0.001858059244437502,1.2340013404203987,0.029514196873104304,0.05,1.2
66,200,199,0.05957492143278746,0.00555357360412332,0.043009781760818475,0.004413518042860488,0.7540289447644059,0.032698426469319974,0.05,0.7
111,200,199,0.15043413320645604,0.024419232134210295,0.060356272442409487,0.003027064009970406,1.3184593656179924,0.04686716268918101,0.05,0.7
244,200,199,0.08520271289674469,0.011940293932404394,0.03150996326659551,0.001711063725002968,1.473394750146865,0.04269719323495125,0.05,1.2
414,200,199,0.08269075037215828,0.014153581492160831,0.02475049157872615,0.001058223255806106,1.8288662095473172,0.025283251261819073,0.05,1.8
51,200,199,0.09381057588050534,0.013459968438629476,0.0769127709337319,0.004758832703222492,0.8958130518852371,0.04623129515784252,0.05,0.5
196,200,199,0.21242445565372087,0.028891299963387948,0.03794014426984255,0.002174965475747144,1.5483441231161068,0.035911706610835537,0.05,1.0
194,200,199,0.08808342110492409,0.010332464970441685,0.031108758773998105,0.002682645175360942,1.1732055749662766,0.031547000381254464,0.05,1.0
89,200,199,0.05133804081947211,0.00479709929324415,0.04464711292704123,0.004166667883408661,0.752500757000998,0.031688777235115484,0.05,0.7
183,200,199,0.046642361765487375,0.004306232242460337,0.024100275260324003,0.0024510055844678517,1.0102053428860782,0.027022903169100665,0.05,1.0
410,200,199,0.029674486320605764,0.0061050720152285715,0.025396025078349066,0.0011485395700714177,1.6383586641832242,0.055182307011410914,0.05,1.8
0,200,199,0.04737407982806485,0.006498311492955128,0.08047028273905812,0.005150310270665696,0.708163921184645,0.04969245137242634,0.05,0.5
376,200,199,0.08405808796166699,0.01676179050352089,0.02535218282590383,0.0010986054535676252,1.8791968501135874,0.02337648816693816,0.05,1.8
392,200,199,0.08549158055795639,0.014626230108509546,0.022785814254218578,0.0010264060295042052,1.852960806134609,0.02280932803161073,0.05,1.8
283,200,199,0.13253771155578184,0.015092110775674593,0.027191565000151678,0.001540477430987109,1.5254704805316737,0.03049095346041053,0.05,1.2
200,200,199,0.04919201898872238,0.005230296888580236,0.03067663133080959,0.002402768397664441,1.068554379989359,0.035668406710224976,0.05,1.0
131,200,199,0.03533859968551881,0.003579707576233465,0.03239569910995604,0.0032858019714359973,0.8394848599272142,0.035227030543357296,0.05,0.9
225,200,199,0.14141719202790037,0.02103084094357538,0.04057360936809812,0.002054447643181686,1.4893436827347266,0.040889131591265615,0.05,1.0
96,200,199,0.06556560139374745,0.006814532075953197,0.039458233542789434,0.0036936184874045916,0.8581018411810022,0.031398958316964876,0.05,0.7
81,200,199,0.07595185708847205,0.007372289655016302,0.05029087892838875,0.004016420432987961,0.8795542169743545,0.032134817989545095,0.05,0.7
243,200,199,0.07364495613985525,0.010635551912866074,0.02977350227777178,0.0016310395983226058,1.4018856857195012,0.041553275890979235,0.05,1.2
381,200,199,0.040429355857924384,0.00791310529591516,0.024848273677319753,0.0011497234311026033,1.7901801737764402,0.03279342636045779,0.05,1.8
276,200,199,0.0389467112817195,0.003113045789312638,0.020919565117417487,0.0019490191941056046,1.0670791544306064,0.026712084724259122,0.05,1.2
369,200,199,0.020505686044753293,0.003734077593350626,0.025149151008157154,0.0011036481722656918,1.645889263165662,0.053231248300808276,0.05,1.8
364,200,199,0.030503103471371983,0.00598092156454277,0.024593099607647478,0.0012282883497512949,1.6502612261992229,0.04831422857905454,0.05,1.8
273,200,199,0.06357496341307942,0.006533705401577824,0.02313177302422656,0.001910289534022178,1.264831117625508,0.0279873554205885,0.05,1.2
107,200,199,0.055811149201079074,0.005902088752442539,0.047829174874380175,0.0035791317318838584,0.8511522412663131,0.041612218205032026,0.05,0.7
109,200,199,0.06501094484005576,0.005878121341424843,0.0379295318910056,0.0036353200567620716,0.8205111261899285,0.027346905306325442,0.05,0.7
228,200,199,0.08860751966374965,0.008069493947799128,0.019038863268692918,0.002118956410522418,1.1798229455188591,0.024484869562062195,0.05,1.0
249,200,199,0.05186720911885072,0.0064175228240658,0.028404079244201207,0.0019135398897228689,1.2992419185925665,0.03844211856295909,0.05,1.2
339,200,199,0.08259042249702184,0.015352871060433503,0.025852441475037905,0.0012640442820771505,1.622652851442499,0.04436829967671174,0.05,1.5
142,200,199,0.1186187955019934,0.018168902742324272,0.05070870250310381,0.002665112197671189,1.4499542001053785,0.0509518749464305,0.05,0.9
334,200,199,0.05671986387683643,0.007066480108468345,0.02232914260419725,0.0012841072807285026,1.445673712082089,0.03705680905855113,0.05,1.5
358,200,199,0.025671228825815715,0.003316262073318709,0.023511571786528605,0.0012461156054021563,1.294757757495249,0.0475194227834016,0.05,1.5
13,200,199,0.05357108376147493,0.00406703670209798,0.023414485070330393,0.00848307802376025,0.5393735971332364,0.02416729608466628,0.05,0.5
76,200,199,0.08028829742064235,0.009027806652108276,0.04877620274440197,0.0036926797365127995,0.9797301651142921,0.041142826994826465,0.05,0.7
253,200,199,0.17369982329648942,0.023853390684409337,0.02744231540934391,0.001650127650544033,1.5800524113755983,0.03216978443673946,0.05,1.2
146,200,199,0.03454600459802279,0.0028469309433656574,0.021652929979984234,0.0031763950029327307,0.7711422238832086,0.026388270145881854,0.05,0.9
216,200,199,0.04390910235903165,0.004218569682432172,0.02596268838763961,0.002892875827186399,0.9749062221866078,0.02790609785198772,0.05,1.0
186,200,199,0.08919017532764825,0.009440115242005179,0.033929128219942366,0.0023198677747292354,1.1982812422579137,0.031601849686552774,0.05,1.0
220,200,199,0.1025254519472774,0.013031303266406224,0.03711460347766224,0.0020864401722139048,1.3413179820742809,0.03690286328572645,0.05,1.0
129,200,199,0.051755870043191654,0.005812746761264306,0.03253609956097348,0.0023241709365214077,0.9846742410764158,0.03431126260677192,0.05,0.9
43,200,199,0.06848805392247999,0.006452850996369296,0.05598674916247361,0.00557337170166235,0.6654806750892474,0.032467428652780406,0.05,0.5
403,200,199,0.04087578358647494,0.0076250361332385885,0.02493587950094123,0.0011273923417918375,1.7251718617271445,0.03893612916188194,0.05,1.8
54,200,199,0.06645231760527709,0.006301616911747604,0.05598877722798431,0.006087949124834412,0.6545841395143347,0.030477390326953957,0.05,0.5
333,200,199,0.10892749850974537,0.014116651061958863,0.02411005892370768,0.0014979052410335637,1.6277258759361957,0.03109266045012271,0.05,1.5
144,200,199,0.07012337046486034,0.00610599463603826,0.025671443992418722,0.0035072423534787643,0.9762039273097868,0.022618895210418932,0.05,0.9
315,200,199,0.03717341672697385,0.004892846921771946,0.022702656396778015,0.001432194217636443,1.2445383963544592,0.03623800133301702,0.05,1.5
69,200,199,0.05680807709228398,0.005213174534681054,0.035414951053285716,0.003809736337311697,0.7334088460530915,0.02699281083008448,0.05,0.7
255,200,199,0.056145845753716124,0.00680092305280821,0.0287982357933018,0.0018711601938512807,1.2970008661576884,0.03830336799562983,0.05,1.2
407,200,199,0.04425992613652067,0.008342321441251,0.024881018344812614,0.001027061386726428,1.7731378206626671,0.035482980607750236,0.05,1.8
326,200,199,0.1010456111812647,0.017146370237113316,0.028064947394115365,0.0014413984822375936,1.7208179552127492,0.033643073166155335,0.05,1.5
114,200,199,0.05222644935211523,0.005411765610895198,0.05126025385536989,0.0035751193912971005,0.9063099892386541,0.039063907798532416,0.05,0.7
148,200,199,0.05231853914256134,0.005172298664678474,0.03277684781056315,0.002556580505522094,0.9572863158974345,0.03153587868800539,0.05,0.9
350,200,199,0.11570323497089383,0.01590891219897221,0.0240670783326725,0.0011952520345883105,1.686366427187508,0.03279418641178311,0.05,1.5
394,200,199,0.030123761606364735,0.005895658298230404,0.025734117397928618,0.0011932123383679456,1.7368048554089812,0.042818362050402015,0.05,1.8
348,200,199,0.04642709797481266,0.007056409495704408,0.025623667070598988,0.0012830269506446095,1.5290450877614965,0.04185903115616607,0.05,1.5
347,200,199,0.05682598885666196,0.007723076037071876,0.02537176225049083,0.0015124970343427455,1.476020609301124,0.03951798482103874,0.05,1.5
55,200,199,0.06605719710589397,0.005950667352224073,0.05063096639385245,0.005235847821502413,0.6708557177210416,0.03149828699562657,0.05,0.5
266,200,199,0.04943872234251262,0.004935875210733701,0.0239890533356112,0.001951526847925232,1.1636922606691467,0.030853711637574888,0.05,1.2
41,200,199,0.045867233893205454,0.00525521402333063,0.07053071787691675,0.005009522735101621,0.6360474018614689,0.03959701892814671,0.05,0.5
332,200,199,0.06472635113326891,0.01046656742637437,0.024451765418167286,0.0012402508530547345,1.584404571433674,0.04169604632283941,0.05,1.5
91,200,199,0.0886282673296872,0.009323349105612139,0.04715289636561091,0.0036415713639947507,0.9917468056079817,0.03496117499336371,0.05,0.7
77,200,199,0.07235351049414936,0.007663492058297604,0.048566435092073305,0.004117988683247691,0.9228517254525404,0.03269170635137897,0.05,0.7
325,200,199,0.02670549463395598,0.0033216012543806368,0.022236064677024193,0.0013697464334424675,1.2373108032138214,0.038877575650528406,0.05,1.5
335,200,199,0.07326201180128775,0.01004904528231202,0.026384593010037018,0.001368049384913068,1.654048224268072,0.040429150212726195,0.05,1.5
8,200,199,0.05120338604488349,0.005388126755933479,0.06959647773994788,0.005081311762872333,0.6677260127382345,0.04191562099081192,0.05,0.5
269,200,199,0.1472294476399464,0.018940763861386795,0.02721133756727259,0.0016641293337111944,1.56040856911631,0.030578666600744597,0.05,1.2
233,200,199,0.048282099786070315,0.005393623065158153,0.027641965404331698,0.0025612418277378094,1.024688271532227,0.03522613387035467,0.05,1.0
349,200,199,0.07780002389326841,0.011187641949729807,0.02602089635357678,0.0013284554393369792,1.6328639258874862,0.039729174022067326,0.05,1.5
4,200,199,0.05594615520328939,0.0053123337386033614,0.05345145649784143,0.005267851883268074,0.5831082345428353,0.030656405690011657,0.05,0.5
286,200,199,0.08360989833301918,0.012114616009405485,0.030492138785530264,0.0017133464833561183,1.4792156977646986,0.040648003531095434,0.05,1.2
102,200,199,0.04451067067305714,0.0039769637017154705,0.03872414326511868,0.0035374865263108762,0.7208592316609557,0.030091321051589293,0.05,0.7
305,200,199,0.038863602124515936,0.005736207780076878,0.025150226079174463,0.0013201427783799298,1.486491663208275,0.04524003903606044,0.05,1.5
379,200,199,0.04323145605486183,0.009252055211302148,0.02606423435263234,0.0011501982295322125,1.7585307379123953,0.035940483770618314,0.05,1.8
158,200,199,0.05934192459663355,0.005865124404925058,0.028811869505817867,0.0027136336916583764,0.9786312046076063,0.02968282958753138,0.05,0.9
57,200,199,0.13073019342259892,0.025527984817951786,0.09390754309590926,0.004182301001078172,1.3452554109189274,0.08005457372041147,0.05,0.5
224,200,199,0.07126532209283384,0.008769558035573527,0.036174816417687224,0.002519172839752986,1.2039823340027325,0.03993682140097288,0.05,1.0
204,200,199,0.07917575195768767,0.007535671846513874,0.025985626479946,0.0022908308860812437,1.1546041115184977,0.028326677359714503,0.05,1.0
60,200,199,0.06686148414334858,0.006810051803887874,0.051564797555945174,0.0038683765564245416,0.9206578730323413,0.04145463484152151,0.05,0.7
265,200,199,0.07964789184179993,0.008098939597794896,0.021735024341345794,0.0017243458786716324,1.3241313714962155,0.03304772700288683,0.05,1.2
303,200,199,0.035679366204178796,0.005950546556479738,0.024248782315226015,0.0013637994185159673,1.3855696544504958,0.045394087331163124,0.05,1.5
384,200,199,0.04162255867311574,0.007589617561704832,0.024427126557509372,0.00104345638006988,1.7821897067064667,0.031992210662804,0.05,1.8
38,200,199,0.05164713469248472,0.004661916520754546,0.05467514927005589,0.0070936439297712706,0.5453028331831379,0.03537008216973919,0.05,0.5
22,200,199,0.04558020825508484,0.0068990656393319895,0.07825462787420594,0.004152330532100623,0.7889829921826147,0.0580067965217726,0.05,0.5
209,200,199,0.07814115564145616,0.008584637198305774,0.03389607855700991,0.0025134817939396654,1.1511788533021359,0.034045580866573166,0.05,1.0
3,200,199,0.05478834555148654,0.006400627638381586,0.07227377498826208,0.004776837464058638,0.7245621878285653,0.04894756498295333,0.05,0.5
274,200,199,0.03751121286195563,0.0045858176193454454,0.025758809999961524,0.0017569249317766471,1.1741620086949571,0.03963066872673682,0.05,1.2
160,200,199,0.06297128086828668,0.006343574878302775,0.030321990535040012,0.0028687660657489844,1.0027393262456772,0.033263943205202096,0.05,0.9
208,200,199,0.06720250774439711,0.007096948382007414,0.024740554537866107,0.0023373618092961713,1.1429143042735042,0.029557437727402047,0.05,1.0
45,200,199,0.0565417886131471,0.006234086781687534,0.06795356801269342,0.0046630921708063,0.7402364836580366,0.04070564178237335,0.05,0.5
117,200,199,0.03881836020823785,0.0037374052057471234,0.04010799672508131,0.0036157800298645126,0.6555231371858417,0.03238479103337372,0.05,0.7
98,200,199,0.059882641846962494,0.005739634075592009,0.0374473152428875,0.003803888529726903,0.8305426007461456,0.03333681211651646,0.05,0.7
210,200,199,0.05621276948788598,0.005816052122574529,0.028455773704307893,0.0024396475769901897,1.0774498212226853,0.031164046788801025,0.05,1.0
218,200,199,0.04721566219962075,0.004743196236600945,0.031779731826007185,0.0027574991832109083,1.0205846250920267,0.030199675009248195,0.05,1.0
415,200,199,0.048193719458358375,0.008526234331204495,0.024412603192688266,0.0011846542073360358,1.7681722593976679,0.03954525224078742,0.05,1.8
324,200,199,0.05523616265214809,0.008488361135821312,0.02439398471727442,0.0012251715712478708,1.628935202309905,0.037980636770211906,0.05,1.5
17,200,199,0.047340016480977895,0.006662191056641023,0.07753688619783064,0.004728205949459191,0.7044008320651441,0.04907991809428264,0.05,0.5
309,200,199,0.025893037544373054,0.003406476903387856,0.026557446723794197,0.0014138802219052123,1.2918925077680474,0.046221480522559144,0.05,1.5
256,200,199,0.04221234623492614,0.004765200423356021,0.02444821651219506,0.0017456611677669886,1.1984522474807844,0.03154480401908355,0.05,1.2
290,200,199,0.027917877047250392,0.0028282905818978084,0.0216526668193973,0.00239957575706346,1.0108513336969207,0.03060490106804209,0.05,1.2
312,200,199,0.08980783087234892,0.012251156552226937,0.022318398164230584,0.0012700160256600198,1.6168392759284225,0.03390877986705032,0.05,1.5
163,200,199,0.04761959226757657,0.0037477003517114305,0.026160688616108034,0.0027479328243312454,0.9044012032372066,0.025222472226618442,0.05,0.9
143,200,199,0.04878913423888037,0.004916623874294597,0.030530975269233256,0.00264163036361317,0.9743714187001357,0.030973141360584655,0.05,0.9
27,200,199,0.05911821199059873,0.007690314552670035,0.0777581706531811,0.004328535583185349,0.7897081334264748,0.05541936083566951,0.05,0.5
28,200,199,0.03976271736211446,0.004212770715484603,0.06382965094518449,0.004662370565475006,0.5531519097248733,0.0399364074173153,0.05,0.5
383,200,199,0.030530636142409546,0.004997341403443038,0.023147991341067927,0.0009894542360369043,1.7105600051332968,0.04100429674987216,0.05,1.8
393,200,199,0.027197418216570624,0.005376512390048695,0.02500493094066737,0.0011078612596520428,1.740317314060309,0.040614963392624825,0.05,1.8
180,200,199,0.07159464244683779,0.00797312631251934,0.031807860648640544,0.0020650791301903785,1.2053327497133537,0.03661866685148785,0.05,1.0
397,200,199,0.027428563598387766,0.005759022393917309,0.02621426632370558,0.0011830228058180327,1.722228579054167,0.04763771560250296,0.05,1.8
29,200,199,0.04608452814783158,0.00839509610471325,0.09063460274290608,0.004841176989961692,0.818468823944125,0.07683766603964942,0.05,0.5
386,200,199,0.0373248774136911,0.007219612744612957,0.02425859137840569,0.0010777753647718078,1.7838813840721792,0.036820170660188944,0.05,1.8
203,200,199,0.07056205490564812,0.008090437819032376,0.03122098675765116,0.002665394749243776,1.0778641039013452,0.03270313779198475,0.05,1.0
97,200,199,0.04682338639162718,0.0043838252559821565,0.03475473092540566,0.003771871698136241,0.7349986838350417,0.026582331153524874,0.05,0.7
214,200,199,0.07299331710354152,0.008404162981316882,0.03307207471256272,0.0023130358765921424,1.1382098603369863,0.037203455375891425,0.05,1.0
24,200,199,0.05425669680584319,0.005499433146265487,0.06480720809715976,0.005454959280485561,0.6242599968895457,0.037725876508395595,0.05,0.5
32,200,199,0.07718528698717146,0.006914879662663381,0.04343410020497907,0.005948514283696589,0.6707829730238402,0.027240421006636317,0.05,0.5
133,200,199,0.09127463603055415,0.009508945317325546,0.03176587265036024,0.0024793891653656416,1.1316578978357028,0.03281787715073203,0.05,0.9
157,200,199,0.03454492974271717,0.003387080518780526,0.03344816313958367,0.002524755653922652,0.8970763497218582,0.036720962193614815,0.05,0.9
172,200,199,0.07178860242280787,0.006400746646537538,0.02923693774773523,0.0030523285285236276,1.0315391581888635,0.027007786630965702,0.05,0.9
237,200,199,0.07106164837597295,0.007660381055405743,0.03200967404030114,0.0024116001930321266,1.1391322155800638,0.031987944624655484,0.05,1.0
75,200,199,0.044526779636186356,0.004307473544841515,0.040664420125413055,0.0037546178106013135,0.7779089487191407,0.03570322010500421,0.05,0.7
366,200,199,0.03887385575329759,0.006885980769604928,0.025114522482208995,0.00117257829032235,1.696694923687738,0.039645343875501116,0.05,1.8
58,200,199,0.09105098556027848,0.01019431952073082,0.06288232972415297,0.005022560662256301,0.7760589811781238,0.03633198894536083,0.05,0.5
202,200,199,0.03963741874835773,0.0037563420744899934,0.024588006052516008,0.002460519417279386,0.9537700976273967,0.029503828352535566,0.05,1.0
270,200,199,0.03983749636000944,0.003981125452936666,0.025876194736400824,0.0019507746835975507,1.1187619412967478,0.03557926481364948,0.05,1.2
416,200,199,0.05338004404403806,0.01082038060109021,0.02396345063386261,0.0010448839523108811,1.803145862268391,0.034008899204496235,0.05,1.8
323,200,199,0.11072152915902171,0.017402062171571517,0.026033693599253237,0.001416186769820452,1.6745430994691652,0.035369037932315606,0.05,1.5
345,200,199,0.1020027195842857,0.015674423301313946,0.025532955990764175,0.0012248149411595802,1.689280432044164,0.03484456262494662,0.05,1.5
110,200,199,0.03917424473910733,0.0034578941249329073,0.037423087336363944,0.004038666262145094,0.6697543136512804,0.028383207648413955,0.05,0.7
181,200,199,0.0337768913228348,0.003621507217770584,0.02983825993419131,0.002582677688840889,0.9406504633359238,0.03607901252854184,0.05,1.0
145,200,199,0.0591304834424231,0.0051362128391158265,0.02700931106335127,0.0028351045029193535,0.9617105327085543,0.02757136827004042,0.05,0.9
104,200,199,0.06723759642498917,0.006382563545753544,0.0465866486471862,0.003990495139064992,0.8600290291174796,0.036478396221507,0.05,0.7
260,200,199,0.03852920305915068,0.004314660408221718,0.025876066015418246,0.0020345087932148766,1.082078100923499,0.03635369199349647,0.05,1.2
47,200,199,0.04934531723161725,0.005208170913782083,0.06259480458341253,0.004815040635776244,0.6788010579282355,0.03925977046617063,0.05,0.5
