track_id,track_length,n_disp,log_bf10,log_bf10_stderr,eps_median,eps_lo,eps_hi,psi_median_rad,psi_circular_sd_rad,D_mean_median_um2_s,D_par_median_um2_s,D_perp_median_um2_s,x_mean_um,y_mean_um,evidence
1,200,199,-2.7168081012260927,0.4494653492468906,0.08806611238467876,0.008781599632391574,0.16336638088458705,0.27082543169500584,1.027007973375804,0.04725027523217953,0.05181359738726196,0.04303512702082911,2.3948478880354376,35.658728356957056,strong evidence for isotropic
9,200,199,-2.93686894899281,0.4167031864033039,0.10472543689804656,0.027985268447798275,0.2136413569826495,0.9918667553192949,0.8663096230979552,0.04077577823437756,0.0454918111525763,0.03657066450979376,25.855850292296406,37.111625902228276,strong evidence for isotropic
12,200,199,-1.8936973643412784,0.4397937571899947,0.13658936930607557,0.02681904510125042,0.23697892987507638,0.2753345325685503,0.6450809377835439,0.045522255218044136,0.05197791531802849,0.03976120659702075,23.86242990490002,38.66487649660242,moderate evidence for isotropic
