particle,track_length,n_disp,log_bf10,D_mean_median_um2_s,D_mean_lo_um2_s,D_mean_hi_um2_s,eps_median,eps_lo,eps_hi,psi_median_rad,psi_lo_rad,psi_hi_rad,D_par_median_um2_s,D_par_lo_um2_s,D_par_hi_um2_s,D_perp_median_um2_s,D_perp_lo_um2_s,D_perp_hi_um2_s,x_mean_um,y_mean_um
1213,8,7,0.0015247767020305503,0.023214659828451556,1.582098956688686e-8,0.07135192142211988,0.2058059466905544,0.0000561619342741528,0.5251062148238737,1.2972090422181637,0.07218150383128848,2.7832148304589146,0.028120636859151928,1.7224681003850246e-8,0.0891547279538613,0.016014333077416995,8.380537859790074e-9,0.055135453041803194,49.211352158727145,36.55729970486081
1219,5,4,-0.03882688876383611,0.01748726198267275,7.413567040869088e-9,0.08369862367825545,0.18767525340528401,0.0004153252330801538,0.5177092026483671,1.5479496426293653,0.05214729373347854,2.86492897371353,0.020463305669025503,8.77834940000434e-9,0.10503736408544405,0.012900772547274146,6.048784681733836e-9,0.0678160502635405,43.21144433307253,5.413928266014258
1238,7,6,0.14523621722569402,0.10968066584381722,0.03857787246872781,0.21581228872997116,0.239223877728707,0.0002906427068897855,0.5872430054937307,1.8933710785464968,0.6475792905835155,2.9893655766840057,0.13819569872625959,0.04588590425729256,0.28375654413457235,0.07712252372851609,0.01201224713652286,0.1614720343724516,42.67678511338125,43.30758091205307
1251,7,6,0.2067718970280339,0.02046058943252696,8.146730918744707e-8,0.0471063363562199,0.2569696964235849,0.0004469879185077174,0.6262007549653317,1.0588418603643674,0.009150631332756645,2.9599928670594826,0.025981353520247608,8.641702129589163e-8,0.061102541451933515,0.013150267723036617,4.174145762810698e-8,0.03571985504792415,19.020957536845692,40.293312964189894
1264,5,4,-0.018098235659323336,0.013579521399678232,7.012302095510281e-9,0.0531256641295279,0.20045158518941683,0.00008041119846844258,0.5355026550921768,1.4260865369229998,0.14105660393818692,2.931181159124948,0.016681111573967237,9.576734772126366e-9,0.06427563666855446,0.009544295139100507,4.447869418894196e-9,0.040957384849339404,11.598731911273052,0.5304492275213424
1265,6,5,-0.016979737688782137,0.014897072249812748,3.0852989768013394e-9,0.11926143245084597,0.20619100802580015,0.00018132585580662812,0.51537052169919,1.528082108822903,0.2637604337246824,3.1414478088347995,0.018021396333567405,3.6623594712702695e-9,0.14556503076766328,0.010036414783645373,2.1343398192741506e-9,0.08927011521071247,39.87530821919543,0.6872556258690438
1268,7,6,0.029995172640763457,0.10125457770454398,5.421059037112176e-10,0.21718046312358577,0.21236010628545998,0.0004071523320663567,0.5290340704439922,1.1127888490095845,0.004065560554274332,2.9211864533658134,0.12421649025920212,8.927141906332118e-10,0.27098141559970146,0.07183569301811726,1.914976167892235e-10,0.16839792877094453,23.90647155296509,4.760443046761763
1305,5,4,0.05033703058020578,0.006492876705800076,1.3919704785374734e-7,0.01878848913176606,0.2123780521233371,0.0008814608054876007,0.5566598445688592,1.2505814980571663,0.0006073797377580661,2.693071020411048,0.007997046844388359,1.9643742519413326e-7,0.02306340862128369,0.004648944792982009,8.195667051336141e-8,0.014479803749756166,9.827486466394348,41.4655144792828
1310,10,9,0.24173009947783797,0.046382059411983645,0.01594938060815071,0.08763690765041646,0.26574192214296855,0.00044343053181179255,0.6164765320617666,2.245510431897216,0.7261916804925477,3.11922595210625,0.05933130521548008,0.017921317898942943,0.11480616940053787,0.031164731135998713,0.006274849728862335,0.06360508832020509,32.52282048213325,42.58290421241107
1381,5,4,-0.018742181959378712,0.0359116327886798,5.937793360567824e-9,0.15065916391687662,0.20474675585225244,0.00020390181269758673,0.5310507042020834,1.828589039651673,0.36090188754531743,3.1411363589606873,0.043895287182054155,7.871472535403348e-9,0.1882050931015662,0.02553617742658504,4.0041141857323e-9,0.11489968934764895,0.5649311072625082,31.368055188925734
1395,6,5,0.05821535181821602,0.07389520322635873,2.5706226094523852e-8,0.18242690745815643,0.22263706333444952,0.0001560577295950499,0.5563056536291605,1.7790983523415633,0.16191153739863023,3.086488407400235,0.09175216482660836,2.714334540764893e-8,0.23129083385828447,0.05206887027125974,2.26376769337101e-8,0.13803109266082467,22.621496582077004,21.53641417002709
1422,7,6,-0.032154086169203566,0.05046113341563075,1.8974451628872132e-6,0.10773953243090974,0.20271358827995478,0.00004420637541159413,0.5124750001961249,1.7434178452004732,0.4302294803526259,2.943174020440388,0.06146481217017316,2.629800006748213e-6,0.1329844536631824,0.037883880352942205,1.1650903190262133e-6,0.08369618281547435,8.887906150305941,25.361146201437407
1483,8,7,-0.10024245757579564,0.03453072837563548,3.860980162125267e-7,0.08185653890371627,0.18361537756488663,0.000013821419549101305,0.47919324022626697,1.6492505228321062,0.021200586879129745,2.815291587437228,0.0418467499255028,4.1582705738994486e-7,0.10428199696058263,0.026013620044367858,3.563689750351085e-7,0.06526071169892737,23.894303246565745,18.14588432696498
1487,6,5,0.08785689666675012,0.010278478192883102,1.1244026709037228e-8,0.14040547466963205,0.23249762331225132,0.00004011100467874936,0.605066524320106,1.3614799932733903,0.1487347514357974,2.8888405696484662,0.012559652974235114,1.6670309793177893e-8,0.18621482129514405,0.007039983525550231,5.817743624896562e-9,0.09011993635353802,15.713596137555184,29.358727669022027
1495,7,6,-0.18317929102187236,0.08352520851451059,9.334053173078245e-7,0.1712556141678134,0.17416649604940437,0.000051756383434794905,0.43875123547023437,1.5176837314957852,0.24423932475402557,3.0500643806078322,0.09933965751831325,1.0242049419051554e-6,0.21133208310931217,0.06505592956481221,5.607965424039801e-7,0.13366310280403665,12.841497912697914,1.8533936128666724
1509,6,5,0.07918002084836928,0.015684262587725633,8.078637613960006e-8,0.047760549973213356,0.22025191624007695,0.00006858716237592896,0.5894495284025552,1.803769953820313,0.5058895180772637,3.1118012417221674,0.019761813566141304,9.552270646615944e-8,0.06014663718862372,0.010417670872898209,6.364865313649609e-8,0.036522575064602394,33.513947665427295,35.05486162048381
1530,5,4,-0.018093299101945348,0.11910140837442279,1.1801058944279092e-7,0.29669442154318704,0.2007052526075242,0.00028289749038506686,0.5073643728261862,2.014255073747389,0.3569600480008181,3.1378519926470974,0.1460979180888426,1.227958017121718e-7,0.37234703742928094,0.0880285087537239,1.1322537717341005e-7,0.23412945252763617,51.28437834286431,38.273794791678235
1550,6,5,-0.05198941249912181,0.06372901117784957,0.011983029628890512,0.14258734502392553,0.19380239927196585,0.0002189822162728246,0.49598110475189844,1.9615140626091738,0.3787356577303888,3.1334500589971115,0.07776648279531487,0.012288128151611585,0.1774291303034563,0.04724440346181892,0.004130329217012643,0.1085811740011603,0.5539184988801016,31.590208258625342
1622,6,5,0.13864500351045805,0.028542655894892674,9.939808849140631e-8,0.0681466674246357,0.23151836094478045,0.000058538712085392436,0.5961505451619015,0.920807657366717,0.0005804751405087628,2.7955965333237494,0.03562800915800181,1.1459295148791974e-7,0.08758008017334704,0.02028728976211639,8.420322549489288e-8,0.05232446692589771,49.41235597403904,36.52797889915697
1628,5,4,0.06348463426385464,0.08996667873519373,8.964575353722663e-8,0.24344794537929834,0.21646163913449806,0.00026018485844619147,0.5472260222384304,1.9319635751697737,0.22675856261712646,3.137762143065884,0.11045648196830929,1.257249205614908e-7,0.30883248307201583,0.06275372152538025,4.354683687515389e-8,0.18119315710149253,11.580686937595013,34.13827463836925
1688,6,5,-0.008563754741743423,0.08240305691299499,0.020085945170881362,0.17793085599326441,0.20134284084907972,0.0000548217091125964,0.5375921896164855,1.9244002988828464,0.47476059362482137,3.068732626447166,0.10094683699179469,0.023322239424018926,0.22111363006728235,0.06094583271575533,0.009556967556556837,0.13653476094247105,29.359825593181004,4.069501023965317
1721,8,7,-0.09816300902143027,0.05419078531430083,0.018656391136011637,0.10323595399985523,0.18127477969582478,0.00019647522839309355,0.4683343048544707,1.2326241850222197,0.0009013737041896197,2.591575945512315,0.06465606501550927,0.021484962756233652,0.13007364413819364,0.04116286430503196,0.013566888683680422,0.08314716491178697,32.6036147962883,42.596421236225815
1766,7,6,-0.15633627964184527,0.04554158599725863,0.00618886519218564,0.09958591635680686,0.17404295895844094,0.000022530495144032976,0.45552470201475087,1.5794626538977155,0.27805651813583937,3.0155781394591945,0.05419129787476157,0.005946739353959631,0.124704609765802,0.03541742861325297,0.005394253534906861,0.07856005045664,11.149285245901794,52.48366661507963
1767,7,6,0.12008431819658583,0.08500939257669073,0.000037388514734473864,0.17336532012828237,0.23791134504417905,0.0003025806966901109,0.5709108032800082,1.496310633276767,0.14539784629875294,2.6063722859546297,0.10589957189865376,0.00005240819111579408,0.2263373346311228,0.05776777148034808,0.000022368838353153652,0.13204384415486767,27.079336520994485,46.938705614277
1839,6,5,0.07682282437861687,0.00847830414107521,7.110982690278825e-9,0.1950898438523882,0.23088866115689827,0.00007704845855431596,0.5976377619703345,1.5248932349182027,0.005636357461395904,2.7203331477101185,0.010135558325140976,8.003926198332733e-9,0.2495721402648624,0.005672898771397905,6.218039182224917e-9,0.13305387604921248,44.443768422605416,8.912512346961147
1848,9,8,-0.21226288991704223,0.07003691029991979,0.025661654178229402,0.12372428824129458,0.15832409853340373,0.0004585747846585755,0.4277968825372691,1.7380117783787425,0.27129100322787336,2.9678309392819724,0.08240447424944355,0.03103138958787311,0.15262014861711273,0.05583293136537496,0.01961760483184723,0.10214691039552055,29.86097470394569,18.381456930770927
1870,5,4,0.03953528868835576,0.012647623497086036,1.3957646205811627e-8,0.05923117757410546,0.21626017481864018,0.0002735765035660691,0.5572729628263869,1.269608859640745,0.003526972002872027,2.8459945710722105,0.01565705282786837,1.4547000284918426e-8,0.07575291837063984,0.008502384387075713,1.3368292126704826e-8,0.04335545916010706,29.069488416563217,4.067735834388093
