track_id,t,x,y
8075,24,410.8377380371094,287.716552734375
8076,24,646.4552001953125,302.43560791015625
8077,24,72.21339416503906,304.39227294921875
8078,24,39.525245666503906,307.48004150390625
8079,24,544.535400390625,307.53802490234375
8080,24,595.458740234375,323.2941589355469
8081,24,561.448486328125,335.8935852050781
8082,24,521.1883544921875,338.6612854003906
8083,24,454.5876770019531,339.8234558105469
8084,24,497.45263671875,354.25726318359375
8085,24,768.026123046875,358.6859130859375
8086,24,543.7850341796875,369.3575744628906
8087,24,724.7581787109375,387.4630432128906
8088,24,349.7686767578125,392.9786376953125
8089,24,710.8811645507812,393.5939636230469
8090,24,372.1919250488281,399.08746337890625
8091,24,343.5517883300781,402.5794372558594
8092,24,815.912353515625,405.34417724609375
8093,24,615.9599609375,406.67523193359375
8094,24,443.8102111816406,408.4442443847656
8095,24,158.83889770507812,425.3519592285156
8096,24,805.1602172851562,431.20831298828125
8097,24,768.0806884765625,434.7439880371094
8098,24,418.8074035644531,436.1039123535156
8099,24,346.8801574707031,450.31744384765625
8100,24,599.4579467773438,450.16241455078125
8101,24,384.4419250488281,451.5178527832031
8102,24,197.9324493408203,451.0929260253906
8103,24,102.21743774414062,452.7476501464844
8104,24,358.89892578125,454.519775390625
8105,24,557.36083984375,478.6195373535156
8106,24,455.3917541503906,483.7026672363281
8107,24,599.2635498046875,506.1109619140625
8108,24,461.4479675292969,510.0106201171875
8109,24,631.89208984375,524.2127075195312
8110,24,507.83880615234375,524.6672973632812
8111,24,312.2262878417969,528.09765625
8112,24,362.32293701171875,533.0550537109375
8113,24,486.2242431640625,534.9368896484375
8114,24,467.4811706542969,539.281494140625
8115,24,478.7083740234375,540.8178100585938
8116,24,839.8378295898438,559.992919921875
8117,24,600.9841918945312,590.5892944335938
8118,24,679.34521484375,597.0899658203125
8119,24,576.0833740234375,598.2669677734375
8120,24,406.2724304199219,603.4276733398438
8121,24,840.5722045898438,619.4154052734375
8122,24,495.4784851074219,625.1209106445312
8123,24,515.4119873046875,630.9761352539062
8124,24,290.8788757324219,642.6721801757812
8125,24,740.1052856445312,645.3467407226562
8126,24,710.906494140625,647.3541259765625
8127,24,250.7634735107422,654.97607421875
8128,24,852.9017333984375,660.8388061523438
8129,24,260.1584777832031,663.162841796875
8130,24,240.10833740234375,664.7225952148438
8131,24,296.16839599609375,669.9441528320312
8132,24,286.04534912109375,679.0941772460938
8133,24,648.0955810546875,714.1199951171875
8134,24,371.1561584472656,717.5737915039062
8135,24,843.7303466796875,722.4691772460938
8136,24,663.3856201171875,732.1226196289062
8137,24,901.2562255859375,733.9024047851562
8138,24,888.7151489257812,753.0089111328125
8139,24,965.1124267578125,765.9657592773438
8140,24,841.9559936523438,773.149169921875
8141,24,484.55670166015625,791.9739990234375
8142,24,855.18115234375,799.3233032226562
8143,24,377.8684997558594,801.7860107421875
8144,24,993.606201171875,813.9990844726562
8145,24,397.573974609375,821.9088134765625
8146,24,979.4334106445312,823.6116333007812
8147,24,497.960693359375,830.161865234375
8148,24,408.7067565917969,837.5211791992188
8149,24,933.8453369140625,840.8081665039062
8150,24,962.5492553710938,842.4374389648438
8151,24,503.53173828125,868.369140625
8152,24,862.1276245117188,881.7108764648438
8153,24,504.4482421875,893.2652587890625
8154,24,542.9619140625,892.3945922851562
8155,24,549.4069213867188,902.8270874023438
8156,24,928.8072509765625,905.8397827148438
8157,24,436.22021484375,915.6314697265625
8158,24,479.25311279296875,920.3245239257812
8159,24,543.5247192382812,923.6630859375
8160,24,916.5546264648438,932.8352661132812
8161,24,749.3338623046875,946.0944213867188
8162,24,961.9605102539062,949.2698974609375
8163,24,1048.940673828125,984.3900756835938
8164,24,1049.094970703125,984.4093627929688
8165,24,853.1455078125,1004.3200073242188
8166,24,1035.166015625,1020.4458618164062
8167,24,804.461181640625,1027.8150634765625
8168,24,863.5980834960938,1028.896484375
8169,24,1044.344482421875,1049.006591796875
8170,24,521.8651123046875,1054.204345703125
8171,24,664.6786499023438,1062.110595703125
8172,24,578.492919921875,1071.1685791015625
8173,24,560.9364013671875,1077.799560546875
8174,24,813.1510620117188,1100.6097412109375
8175,24,1044.7193603515625,1113.6265869140625
8176,24,1031.0565185546875,1119.1409912109375
8177,24,595.9918212890625,1134.6800537109375
8178,24,956.9619750976562,1136.739501953125
8179,24,889.7963256835938,1139.404541015625
8180,24,598.1770629882812,1141.7510986328125
8181,24,984.8605346679688,1157.681396484375
8182,24,879.3160400390625,1174.517822265625
8183,24,1042.1953125,1188.2056884765625
8184,24,602.7208251953125,1192.7880859375
8185,24,959.01171875,1231.57275390625
8186,24,580.3590698242188,1237.779052734375
8187,24,850.3206176757812,1240.582275390625
8188,24,914.757080078125,1241.2998046875
8189,24,943.5090942382812,1242.1866455078125
8190,24,1040.250244140625,1243.7672119140625
8191,24,927.4212036132812,1263.0711669921875
8192,24,359.86090087890625,1273.816162109375
8193,24,1039.6934814453125,1285.64208984375
8194,24,954.5026245117188,1285.7581787109375
8195,24,478.6094665527344,1289.9261474609375
8196,24,903.9080200195312,1312.6263427734375
8197,24,1046.629638671875,1324.694091796875
8198,24,850.3064575195312,1331.1461181640625
8199,24,890.292724609375,1346.683837890625
8200,24,972.1306762695312,1355.975341796875
8201,24,812.1318359375,1362.9207763671875
8202,24,613.3517456054688,1414.622314453125
8203,24,899.5454711914062,1512.141357421875
8204,24,696.9481201171875,1514.0550537109375
8205,24,840.0982666015625,1519.054443359375
8206,24,979.09814453125,1532.51171875
8207,25,599.0255126953125,48.692420959472656
8208,25,382.6175231933594,58.85462951660156
8209,25,357.3854064941406,59.96112060546875
8210,25,151.34860229492188,61.68501281738281
8211,25,526.5316772460938,64.73915100097656
8212,25,505.6084899902344,75.68255615234375
8213,25,432.00335693359375,104.65721893310547
8214,25,327.51922607421875,116.9361572265625
8215,25,401.2047424316406,120.18389129638672
8216,25,33.67856979370117,125.2191162109375
8217,25,309.64239501953125,128.2081756591797
8218,25,271.5601501464844,129.5272979736328
8219,25,628.2620239257812,150.8906707763672
8220,25,193.5491943359375,154.08714294433594
8221,25,283.1678771972656,159.04336547851562
8222,25,133.77882385253906,159.56430053710938
8223,25,616.4288330078125,160.77713012695312
8224,25,362.829345703125,164.5421905517578
8225,25,533.2724609375,164.361572265625
8226,25,281.34478759765625,188.1497039794922
8227,25,548.005615234375,188.43016052246094
8228,25,232.44973754882812,189.12823486328125
8229,25,354.6835632324219,189.45639038085938
8230,25,735.9376831054688,194.9415740966797
8231,25,718.3489379882812,199.33724975585938
8232,25,632.935791015625,201.53878784179688
8233,25,746.882568359375,203.02764892578125
8234,25,391.7154846191406,216.0633544921875
8235,25,374.6577453613281,220.05044555664062
8236,25,450.0642395019531,220.24742126464844
8237,25,466.7831115722656,223.47488403320312
8238,25,38.57685089111328,233.34913635253906
8239,25,109.10868835449219,242.54714965820312
8240,25,532.4879760742188,245.08877563476562
8241,25,765.5145874023438,247.78530883789062
8242,25,282.2886047363281,257.0778503417969
8243,25,636.6132202148438,269.1222229003906
8244,25,380.445068359375,299.10992431640625
8245,25,803.3471069335938,303.9858093261719
8246,25,594.2628173828125,313.2474365234375
8247,25,285.68463134765625,323.90185546875
8248,25,455.661865234375,338.1468811035156
8249,25,561.8516235351562,338.31719970703125
8250,25,714.10986328125,360.1693115234375
8251,25,55.26311111450195,362.4557800292969
8252,25,812.540771484375,361.6662902832031
8253,25,402.0837097167969,365.9813232421875
8254,25,314.5355224609375,366.7920837402344
8255,25,482.89764404296875,391.02264404296875
8256,25,829.13427734375,400.52874755859375
8257,25,775.801513671875,410.85198974609375
8258,25,615.8455200195312,416.9065856933594
8259,25,556.4605102539062,431.7226867675781
8260,25,665.82080078125,446.442626953125
8261,25,196.145263671875,450.29730224609375
8262,25,359.25244140625,457.2460021972656
8263,25,499.9716796875,460.4478454589844
8264,25,667.54150390625,467.4042663574219
8265,25,679.9814453125,470.0082092285156
8266,25,118.81878662109375,477.82269287109375
8267,25,352.3663024902344,484.37176513671875
8268,25,865.6712646484375,486.85516357421875
8269,25,520.6630249023438,491.09857177734375
8270,25,145.9779510498047,492.4306640625
8271,25,466.75604248046875,492.1312561035156
8272,25,792.70654296875,500.9102783203125
8273,25,390.7654724121094,503.5425109863281
8274,25,405.8479309082031,505.8209533691406
8275,25,528.3167114257812,505.635986328125
8276,25,373.9747619628906,520.6920166015625
